school,demo,table,name,label,value,percentage,concept
14,Language,B16001,B16001_116,Language_African_Languages_Speak_English_Less_Than_Very_Well,71,4e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
14,Language,B16001,B16001_117,Language_Other_And_Unspecified_Languages,42,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
14,Language,B16001,B16001_118,Language_Other_And_Unspecified_Languages_Speak_English_Very_Well,32,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
14,Language,B16001,B16001_119,Language_Other_And_Unspecified_Languages_Speak_English_Less_Than_Very_Well,10,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
14,Poverty,B17023,B17023_001,Poverty,44272,1,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_002,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level,10457,0.2362,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_003,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family,5722,0.1292,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_004,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,1785,0.0403,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_005,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,1175,0.0265,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_006,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,1241,0.028,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_007,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,1521,0.0344,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_008,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families,4735,0.107,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_009,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,676,0.0153,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_010,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,373,0.0084,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_011,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,289,0.0065,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_012,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,0,0,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_013,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,14,3e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_014,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,4059,0.0917,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_015,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,1727,0.039,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_016,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,1505,0.034,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_017,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,630,0.0142,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_018,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,197,0.0044,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_019,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level,33815,0.7638,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_020,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family,23486,0.5305,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_021,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,14115,0.3188,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_022,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,6767,0.1529,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_023,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,1442,0.0326,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_024,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,1162,0.0262,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_025,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families,10329,0.2333,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_026,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,2729,0.0616,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_027,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,1998,0.0451,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_028,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,673,0.0152,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_029,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,58,0.0013,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_030,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,0,0,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_031,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,7600,0.1717,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_032,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,5311,0.12,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_033,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,2195,0.0496,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_034,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,80,0.0018,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Poverty,B17023,B17023_035,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,14,3e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
14,Median Income,B19013,B19013_001,MedianIncome,74945.64285714286,NA,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)
14,SNAP,B19058,B19058_001,SNAP,83638,1,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
14,SNAP,B19058,B19058_002,SNAP_With_Cash_Public_Assistance,20998,0.2511,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
14,SNAP,B19058,B19058_003,SNAP_No_Cash_Public_Assistance,62640,0.7489,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
14,Total HousingUnits,B25008,B25008_001,TotalHousingUnits,216740,1,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
14,Total HousingUnits,B25008,B25008_002,TotalHousingUnits_Owner_Occupied,37067,0.171,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
14,Total HousingUnits,B25008,B25008_003,TotalHousingUnits_Renter_Occupied,179673,0.829,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
14,Occupancy,B25014,B25014_001,Occupancy,83638,1,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_002,Occupancy_Owner_Occupied,12744,0.1524,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_003,Occupancy_Owner_Occupied_0.50_Or_Less_Occupants_Per_Room,6416,0.0767,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_004,Occupancy_Owner_Occupied_0.51_To_1.00_Occupants_Per_Room,5024,0.0601,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_005,Occupancy_Owner_Occupied_1.01_To_1.50_Occupants_Per_Room,798,0.0095,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_006,Occupancy_Owner_Occupied_1.51_To_2.00_Occupants_Per_Room,413,0.0049,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_007,Occupancy_Owner_Occupied_2.01_Or_More_Occupants_Per_Room,93,0.0011,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_008,Occupancy_Renter_Occupied,70894,0.8476,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_009,Occupancy_Renter_Occupied_0.50_Or_Less_Occupants_Per_Room,33161,0.3965,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_010,Occupancy_Renter_Occupied_0.51_To_1.00_Occupants_Per_Room,31041,0.3711,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_011,Occupancy_Renter_Occupied_1.01_To_1.50_Occupants_Per_Room,4062,0.0486,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_012,Occupancy_Renter_Occupied_1.51_To_2.00_Occupants_Per_Room,2203,0.0263,TENURE BY OCCUPANTS PER ROOM
14,Occupancy,B25014,B25014_013,Occupancy_Renter_Occupied_2.01_Or_More_Occupants_Per_Room,427,0.0051,TENURE BY OCCUPANTS PER ROOM
14,Health Insurance,B27011,B27011_001,HealthInsurance,140330,1,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_002,HealthInsurance_In_Labor_Force,111699,0.796,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_003,HealthInsurance_In_Labor_Force_Employed,105946,0.755,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_004,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage,97573,0.6953,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_005,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,79727,0.5681,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_006,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Public_Coverage,21569,0.1537,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_007,HealthInsurance_In_Labor_Force_Employed_No_Health_Insurance_Coverage,8373,0.0597,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_008,HealthInsurance_In_Labor_Force_Unemployed,5753,0.041,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_009,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage,4740,0.0338,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_010,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,2026,0.0144,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_011,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Public_Coverage,2951,0.021,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_012,HealthInsurance_In_Labor_Force_Unemployed_No_Health_Insurance_Coverage,1013,0.0072,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_013,HealthInsurance_Not_In_Labor_Force,28631,0.204,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_014,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage,26330,0.1876,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_015,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Private_Health_Insurance,10565,0.0753,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_016,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Public_Coverage,18037,0.1285,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Health Insurance,B27011,B27011_017,HealthInsurance_Not_In_Labor_Force_No_Health_Insurance_Coverage,2301,0.0164,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
14,Occupation,C24010,C24010_001,Occupation,109320,1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_002,Occupation_Male,57154,0.5228,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_003,Occupation_Male_Management_Business_Science_And_Arts_Occupations,31552,0.2886,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_004,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,12695,0.1161,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_005,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,8627,0.0789,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_006,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,4068,0.0372,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_007,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,5471,0.05,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_008,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,4071,0.0372,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_009,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,1097,0.01,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_010,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,303,0.0028,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_011,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,12610,0.1153,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_012,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,487,0.0045,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_013,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,1191,0.0109,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_014,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,3231,0.0296,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_015,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,7701,0.0704,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_016,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,776,0.0071,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_017,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,557,0.0051,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_018,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,219,0.002,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_019,Occupation_Male_Service_Occupations,7110,0.065,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_020,Occupation_Male_Service_Occupations_Healthcare_Support_Occupations,342,0.0031,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_021,Occupation_Male_Service_Occupations_Protective_Service_Occupations,1236,0.0113,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_022,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,759,0.0069,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_023,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,477,0.0044,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_024,Occupation_Male_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,3131,0.0286,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_025,Occupation_Male_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,1355,0.0124,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_026,Occupation_Male_Service_Occupations_Personal_Care_And_Service_Occupations,1046,0.0096,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_027,Occupation_Male_Sales_And_Office_Occupations,9985,0.0913,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_028,Occupation_Male_Sales_And_Office_Occupations_Sales_And_Related_Occupations,5611,0.0513,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_029,Occupation_Male_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,4374,0.04,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_030,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations,3578,0.0327,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_031,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,4,0,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_032,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,2519,0.023,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_033,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,1055,0.0097,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_034,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations,4929,0.0451,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_035,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,1420,0.013,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
14,Occupation,C24010,C24010_036,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,2137,0.0195,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
