congressional,demo,table,name,label,value,percentage,concept
11,Poverty,B17023,B17023_031,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,27796,0.1416,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
11,Poverty,B17023,B17023_032,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,18502,0.0942,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
11,Poverty,B17023,B17023_033,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,8358,0.0426,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
11,Poverty,B17023,B17023_034,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,934,0.0048,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
11,Poverty,B17023,B17023_035,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,2,0,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
11,Median Income,B19013,B19013_001,MedianIncome,76213.69117647059,NA,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)
11,SNAP,B19058,B19058_001,SNAP,275618,1,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
11,SNAP,B19058,B19058_002,SNAP_With_Cash_Public_Assistance,42646,0.1547,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
11,SNAP,B19058,B19058_003,SNAP_No_Cash_Public_Assistance,232972,0.8453,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
11,Total HousingUnits,B25008,B25008_001,TotalHousingUnits,765625,1,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
11,Total HousingUnits,B25008,B25008_002,TotalHousingUnits_Owner_Occupied,471519,0.6159,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
11,Total HousingUnits,B25008,B25008_003,TotalHousingUnits_Renter_Occupied,294106,0.3841,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
11,Occupancy,B25014,B25014_001,Occupancy,275618,1,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_002,Occupancy_Owner_Occupied,157926,0.573,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_003,Occupancy_Owner_Occupied_0.50_Or_Less_Occupants_Per_Room,98326,0.3567,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_004,Occupancy_Owner_Occupied_0.51_To_1.00_Occupants_Per_Room,53928,0.1957,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_005,Occupancy_Owner_Occupied_1.01_To_1.50_Occupants_Per_Room,4269,0.0155,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_006,Occupancy_Owner_Occupied_1.51_To_2.00_Occupants_Per_Room,1202,0.0044,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_007,Occupancy_Owner_Occupied_2.01_Or_More_Occupants_Per_Room,201,7e-4,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_008,Occupancy_Renter_Occupied,117692,0.427,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_009,Occupancy_Renter_Occupied_0.50_Or_Less_Occupants_Per_Room,54788,0.1988,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_010,Occupancy_Renter_Occupied_0.51_To_1.00_Occupants_Per_Room,49721,0.1804,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_011,Occupancy_Renter_Occupied_1.01_To_1.50_Occupants_Per_Room,8235,0.0299,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_012,Occupancy_Renter_Occupied_1.51_To_2.00_Occupants_Per_Room,3516,0.0128,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_013,Occupancy_Renter_Occupied_2.01_Or_More_Occupants_Per_Room,1432,0.0052,TENURE BY OCCUPANTS PER ROOM
11,Health Insurance,B27011,B27011_001,HealthInsurance,468323,1,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_002,HealthInsurance_In_Labor_Force,347955,0.743,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_003,HealthInsurance_In_Labor_Force_Employed,331289,0.7074,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_004,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage,306597,0.6547,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_005,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,262543,0.5606,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_006,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Public_Coverage,50181,0.1072,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_007,HealthInsurance_In_Labor_Force_Employed_No_Health_Insurance_Coverage,24692,0.0527,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_008,HealthInsurance_In_Labor_Force_Unemployed,16666,0.0356,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_009,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage,14153,0.0302,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_010,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,7361,0.0157,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_011,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Public_Coverage,7233,0.0154,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_012,HealthInsurance_In_Labor_Force_Unemployed_No_Health_Insurance_Coverage,2513,0.0054,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_013,HealthInsurance_Not_In_Labor_Force,120368,0.257,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_014,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage,109257,0.2333,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_015,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Private_Health_Insurance,63170,0.1349,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_016,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Public_Coverage,53084,0.1133,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_017,HealthInsurance_Not_In_Labor_Force_No_Health_Insurance_Coverage,11111,0.0237,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Occupation,C24010,C24010_001,Occupation,353608,1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_002,Occupation_Male,186886,0.5285,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_003,Occupation_Male_Management_Business_Science_And_Arts_Occupations,65574,0.1854,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_004,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,29229,0.0827,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_005,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,19527,0.0552,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_006,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,9702,0.0274,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_007,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,13485,0.0381,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_008,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,8447,0.0239,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_009,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,3957,0.0112,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_010,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,1081,0.0031,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_011,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,15733,0.0445,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_012,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,1995,0.0056,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_013,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,2295,0.0065,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_014,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,7316,0.0207,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_015,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,4127,0.0117,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_016,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,7127,0.0202,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_017,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,5032,0.0142,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_018,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,2095,0.0059,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_019,Occupation_Male_Service_Occupations,34464,0.0975,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_020,Occupation_Male_Service_Occupations_Healthcare_Support_Occupations,2888,0.0082,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_021,Occupation_Male_Service_Occupations_Protective_Service_Occupations,11984,0.0339,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_022,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,6459,0.0183,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_023,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,5525,0.0156,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_024,Occupation_Male_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,9979,0.0282,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_025,Occupation_Male_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,6014,0.017,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_026,Occupation_Male_Service_Occupations_Personal_Care_And_Service_Occupations,3599,0.0102,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_027,Occupation_Male_Sales_And_Office_Occupations,30659,0.0867,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_028,Occupation_Male_Sales_And_Office_Occupations_Sales_And_Related_Occupations,18371,0.052,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_029,Occupation_Male_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,12288,0.0348,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_030,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations,28389,0.0803,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_031,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,128,4e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_032,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,20589,0.0582,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_033,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,7672,0.0217,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_034,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations,27800,0.0786,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_035,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,5476,0.0155,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_036,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,16018,0.0453,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_037,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,6306,0.0178,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_038,Occupation_Female,166722,0.4715,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_039,Occupation_Female_Management_Business_Science_And_Arts_Occupations,78641,0.2224,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_040,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,23923,0.0677,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_041,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,13881,0.0393,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_042,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,10042,0.0284,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_043,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,4124,0.0117,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_044,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,2312,0.0065,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_045,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,554,0.0016,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_046,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,1258,0.0036,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_047,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,32760,0.0926,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_048,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,4333,0.0123,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_049,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,2641,0.0075,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_050,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,21948,0.0621,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_051,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,3838,0.0109,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_052,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,17834,0.0504,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_053,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,12671,0.0358,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_054,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,5163,0.0146,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_055,Occupation_Female_Service_Occupations,35400,0.1001,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_056,Occupation_Female_Service_Occupations_Healthcare_Support_Occupations,14295,0.0404,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_057,Occupation_Female_Service_Occupations_Protective_Service_Occupations,2479,0.007,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_058,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,1200,0.0034,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_059,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,1279,0.0036,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_060,Occupation_Female_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,6213,0.0176,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_061,Occupation_Female_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,4785,0.0135,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_062,Occupation_Female_Service_Occupations_Personal_Care_And_Service_Occupations,7628,0.0216,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_063,Occupation_Female_Sales_And_Office_Occupations,46646,0.1319,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_064,Occupation_Female_Sales_And_Office_Occupations_Sales_And_Related_Occupations,15698,0.0444,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_065,Occupation_Female_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,30948,0.0875,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_066,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations,915,0.0026,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_067,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,81,2e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_068,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,342,0.001,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_069,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,492,0.0014,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_070,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations,5120,0.0145,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_071,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,2752,0.0078,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_072,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,1165,0.0033,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_073,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,1203,0.0034,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_001,Industry,353608,1,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_002,Industry_Male,186886,0.5285,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_003,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining,233,7e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_004,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Agriculture_Forestry_Fishing_And_Hunting,143,4e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_005,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Mining_Quarrying_And_Oil_And_Gas_Extraction,90,3e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_006,Industry_Male_Construction,23585,0.0667,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_007,Industry_Male_Manufacturing,6655,0.0188,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_008,Industry_Male_Wholesale_Trade,6097,0.0172,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
