council,demo,table,name,label,value,percentage,concept
11,Occupancy,B25014,B25014_011,Occupancy_Renter_Occupied_1.01_To_1.50_Occupants_Per_Room,3325,0.0549,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_012,Occupancy_Renter_Occupied_1.51_To_2.00_Occupants_Per_Room,2084,0.0344,TENURE BY OCCUPANTS PER ROOM
11,Occupancy,B25014,B25014_013,Occupancy_Renter_Occupied_2.01_Or_More_Occupants_Per_Room,518,0.0086,TENURE BY OCCUPANTS PER ROOM
11,Health Insurance,B27011,B27011_001,HealthInsurance,94082,1,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_002,HealthInsurance_In_Labor_Force,73754,0.7839,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_003,HealthInsurance_In_Labor_Force_Employed,68297,0.7259,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_004,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage,61906,0.658,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_005,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,49789,0.5292,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_006,HealthInsurance_In_Labor_Force_Employed_With_Health_Insurance_Coverage_With_Public_Coverage,14250,0.1515,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_007,HealthInsurance_In_Labor_Force_Employed_No_Health_Insurance_Coverage,6391,0.0679,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_008,HealthInsurance_In_Labor_Force_Unemployed,5457,0.058,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_009,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage,4352,0.0463,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_010,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Private_Health_Insurance,1833,0.0195,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_011,HealthInsurance_In_Labor_Force_Unemployed_With_Health_Insurance_Coverage_With_Public_Coverage,2805,0.0298,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_012,HealthInsurance_In_Labor_Force_Unemployed_No_Health_Insurance_Coverage,1105,0.0117,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_013,HealthInsurance_Not_In_Labor_Force,20328,0.2161,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_014,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage,18437,0.196,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_015,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Private_Health_Insurance,8301,0.0882,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_016,HealthInsurance_Not_In_Labor_Force_With_Health_Insurance_Coverage_With_Public_Coverage,11389,0.1211,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Health Insurance,B27011,B27011_017,HealthInsurance_Not_In_Labor_Force_No_Health_Insurance_Coverage,1891,0.0201,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS
11,Occupation,C24010,C24010_001,Occupation,73871,1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_002,Occupation_Male,38574,0.5222,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_003,Occupation_Male_Management_Business_Science_And_Arts_Occupations,13373,0.181,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_004,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,5036,0.0682,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_005,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,3304,0.0447,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_006,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,1732,0.0234,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_007,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,2186,0.0296,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_008,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,1428,0.0193,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_009,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,470,0.0064,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_010,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,288,0.0039,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_011,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,4308,0.0583,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_012,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,754,0.0102,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_013,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,588,0.008,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_014,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,1657,0.0224,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_015,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,1309,0.0177,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_016,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,1843,0.0249,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_017,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,1348,0.0182,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_018,Occupation_Male_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,495,0.0067,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_019,Occupation_Male_Service_Occupations,9690,0.1312,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_020,Occupation_Male_Service_Occupations_Healthcare_Support_Occupations,490,0.0066,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_021,Occupation_Male_Service_Occupations_Protective_Service_Occupations,1697,0.023,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_022,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,1165,0.0158,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_023,Occupation_Male_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,532,0.0072,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_024,Occupation_Male_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,3536,0.0479,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_025,Occupation_Male_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,2953,0.04,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_026,Occupation_Male_Service_Occupations_Personal_Care_And_Service_Occupations,1014,0.0137,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_027,Occupation_Male_Sales_And_Office_Occupations,5748,0.0778,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_028,Occupation_Male_Sales_And_Office_Occupations_Sales_And_Related_Occupations,3008,0.0407,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_029,Occupation_Male_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,2740,0.0371,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_030,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations,4308,0.0583,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_031,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,109,0.0015,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_032,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,3178,0.043,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_033,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,1021,0.0138,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_034,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations,5455,0.0738,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_035,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,1017,0.0138,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_036,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,3066,0.0415,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_037,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,1372,0.0186,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_038,Occupation_Female,35297,0.4778,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_039,Occupation_Female_Management_Business_Science_And_Arts_Occupations,15659,0.212,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_040,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,5045,0.0683,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_041,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,3242,0.0439,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_042,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,1803,0.0244,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_043,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,899,0.0122,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_044,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,364,0.0049,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_045,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,111,0.0015,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_046,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,424,0.0057,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_047,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,6369,0.0862,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_048,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,1156,0.0156,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_049,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,524,0.0071,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_050,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,3856,0.0522,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_051,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,833,0.0113,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_052,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,3346,0.0453,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_053,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,2622,0.0355,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_054,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,724,0.0098,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_055,Occupation_Female_Service_Occupations,9715,0.1315,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_056,Occupation_Female_Service_Occupations_Healthcare_Support_Occupations,4319,0.0585,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_057,Occupation_Female_Service_Occupations_Protective_Service_Occupations,359,0.0049,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_058,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,231,0.0031,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_059,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,128,0.0017,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_060,Occupation_Female_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,1429,0.0193,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_061,Occupation_Female_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,1601,0.0217,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_062,Occupation_Female_Service_Occupations_Personal_Care_And_Service_Occupations,2007,0.0272,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_063,Occupation_Female_Sales_And_Office_Occupations,8386,0.1135,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_064,Occupation_Female_Sales_And_Office_Occupations_Sales_And_Related_Occupations,2531,0.0343,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_065,Occupation_Female_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,5855,0.0793,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_066,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations,94,0.0013,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_067,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,16,2e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_068,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,17,2e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_069,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,61,8e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_070,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations,1443,0.0195,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_071,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,640,0.0087,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_072,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,408,0.0055,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Occupation,C24010,C24010_073,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,395,0.0053,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_001,Industry,73871,1,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_002,Industry_Male,38574,0.5222,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_003,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining,122,0.0017,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_004,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Agriculture_Forestry_Fishing_And_Hunting,94,0.0013,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_005,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Mining_Quarrying_And_Oil_And_Gas_Extraction,28,4e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_006,Industry_Male_Construction,3384,0.0458,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_007,Industry_Male_Manufacturing,979,0.0133,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_008,Industry_Male_Wholesale_Trade,815,0.011,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_009,Industry_Male_Retail_Trade,3154,0.0427,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_010,Industry_Male_Transportation_And_Warehousing_And_Utilities,3676,0.0498,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_011,Industry_Male_Transportation_And_Warehousing_And_Utilities_Transportation_And_Warehousing,3552,0.0481,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_012,Industry_Male_Transportation_And_Warehousing_And_Utilities_Utilities,124,0.0017,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_013,Industry_Male_Information,1124,0.0152,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_014,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing,3527,0.0477,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_015,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Finance_And_Insurance,1452,0.0197,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_016,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Real_Estate_And_Rental_And_Leasing,2075,0.0281,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_017,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services,5100,0.069,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_018,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Professional_Scientific_And_Technical_Services,2881,0.039,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_019,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Management_Of_Companies_And_Enterprises,43,6e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_020,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Administrative_And_Support_And_Waste_Management_Services,2176,0.0295,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_021,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance,7588,0.1027,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_022,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance_Educational_Services,2925,0.0396,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_023,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance_Health_Care_And_Social_Assistance,4663,0.0631,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_024,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services,5606,0.0759,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_025,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Arts_Entertainment_And_Recreation,1347,0.0182,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_026,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Accommodation_And_Food_Services,4259,0.0577,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_027,Industry_Male_Other_Services_Except_Public_Administration,1856,0.0251,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
11,Industry,C24030,C24030_028,Industry_Male_Public_Administration,1643,0.0222,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
