borough,demo,table,name,label,value,percentage,concept
Bronx,Occupation,C24010,C24010_025,Occupation_Male_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,26762,0.0445,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_026,Occupation_Male_Service_Occupations_Personal_Care_And_Service_Occupations,9117,0.0152,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_027,Occupation_Male_Sales_And_Office_Occupations,49411,0.0822,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_028,Occupation_Male_Sales_And_Office_Occupations_Sales_And_Related_Occupations,25159,0.0418,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_029,Occupation_Male_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,24252,0.0403,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_030,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations,39408,0.0655,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_031,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,503,8e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_032,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,26716,0.0444,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_033,Occupation_Male_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,12189,0.0203,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_034,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations,59573,0.0991,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_035,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,11275,0.0187,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_036,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,33455,0.0556,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_037,Occupation_Male_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,14843,0.0247,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_038,Occupation_Female,302484,0.503,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_039,Occupation_Female_Management_Business_Science_And_Arts_Occupations,90833,0.1511,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_040,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations,27531,0.0458,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_041,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Management_Occupations,17605,0.0293,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_042,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Management_Business_And_Financial_Occupations_Business_And_Financial_Operations_Occupations,9926,0.0165,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_043,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations,3971,0.0066,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_044,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Computer_And_Mathematical_Occupations,2027,0.0034,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_045,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Architecture_And_Engineering_Occupations,552,9e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_046,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Computer_Engineering_And_Science_Occupations_Life_Physical_And_Social_Science_Occupations,1392,0.0023,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_047,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations,40096,0.0667,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_048,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Community_And_Social_Service_Occupations,11353,0.0189,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_049,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Legal_Occupations,2625,0.0044,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_050,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Educational_Instruction_And_Library_Occupations,22717,0.0378,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_051,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Education_Legal_Community_Service_Arts_And_Media_Occupations_Arts_Design_Entertainment_Sports_And_Media_Occupations,3401,0.0057,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_052,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations,19235,0.032,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_053,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Diagnosing_And_Treating_Practitioners_And_Other_Technical_Occupations,12285,0.0204,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_054,Occupation_Female_Management_Business_Science_And_Arts_Occupations_Healthcare_Practitioners_And_Technical_Occupations_Health_Technologists_And_Technicians,6950,0.0116,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_055,Occupation_Female_Service_Occupations,115130,0.1915,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_056,Occupation_Female_Service_Occupations_Healthcare_Support_Occupations,54994,0.0915,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_057,Occupation_Female_Service_Occupations_Protective_Service_Occupations,7314,0.0122,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_058,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Firefighting_And_Prevention_And_Other_Protective_Service_Workers_Including_Supervisors,5177,0.0086,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_059,Occupation_Female_Service_Occupations_Protective_Service_Occupations_Law_Enforcement_Workers_Including_Supervisors,2137,0.0036,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_060,Occupation_Female_Service_Occupations_Food_Preparation_And_Serving_Related_Occupations,15243,0.0253,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_061,Occupation_Female_Service_Occupations_Building_And_Grounds_Cleaning_And_Maintenance_Occupations,16664,0.0277,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_062,Occupation_Female_Service_Occupations_Personal_Care_And_Service_Occupations,20915,0.0348,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_063,Occupation_Female_Sales_And_Office_Occupations,80947,0.1346,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_064,Occupation_Female_Sales_And_Office_Occupations_Sales_And_Related_Occupations,29470,0.049,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_065,Occupation_Female_Sales_And_Office_Occupations_Office_And_Administrative_Support_Occupations,51477,0.0856,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_066,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations,1625,0.0027,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_067,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Farming_Fishing_And_Forestry_Occupations,258,4e-4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_068,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Construction_And_Extraction_Occupations,585,0.001,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_069,Occupation_Female_Natural_Resources_Construction_And_Maintenance_Occupations_Installation_Maintenance_And_Repair_Occupations,782,0.0013,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_070,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations,13949,0.0232,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_071,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Production_Occupations,5604,0.0093,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_072,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Transportation_Occupations,4809,0.008,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Occupation,C24010,C24010_073,Occupation_Female_Production_Transportation_And_Material_Moving_Occupations_Material_Moving_Occupations,3536,0.0059,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_001,Industry,601341,1,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_002,Industry_Male,298857,0.497,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_003,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining,491,8e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_004,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Agriculture_Forestry_Fishing_And_Hunting,427,7e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_005,Industry_Male_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Mining_Quarrying_And_Oil_And_Gas_Extraction,64,1e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_006,Industry_Male_Construction,28868,0.048,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_007,Industry_Male_Manufacturing,11961,0.0199,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_008,Industry_Male_Wholesale_Trade,7031,0.0117,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_009,Industry_Male_Retail_Trade,35329,0.0588,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_010,Industry_Male_Transportation_And_Warehousing_And_Utilities,36690,0.061,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_011,Industry_Male_Transportation_And_Warehousing_And_Utilities_Transportation_And_Warehousing,35003,0.0582,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_012,Industry_Male_Transportation_And_Warehousing_And_Utilities_Utilities,1687,0.0028,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_013,Industry_Male_Information,5708,0.0095,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_014,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing,24093,0.0401,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_015,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Finance_And_Insurance,6360,0.0106,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_016,Industry_Male_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Real_Estate_And_Rental_And_Leasing,17733,0.0295,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_017,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services,30987,0.0515,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_018,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Professional_Scientific_And_Technical_Services,11241,0.0187,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_019,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Management_Of_Companies_And_Enterprises,320,5e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_020,Industry_Male_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Administrative_And_Support_And_Waste_Management_Services,19426,0.0323,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_021,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance,48818,0.0812,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_022,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance_Educational_Services,16581,0.0276,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_023,Industry_Male_Educational_Services_And_Health_Care_And_Social_Assistance_Health_Care_And_Social_Assistance,32237,0.0536,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_024,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services,43796,0.0728,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_025,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Arts_Entertainment_And_Recreation,6746,0.0112,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_026,Industry_Male_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Accommodation_And_Food_Services,37050,0.0616,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_027,Industry_Male_Other_Services_Except_Public_Administration,14670,0.0244,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_028,Industry_Male_Public_Administration,10415,0.0173,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_029,Industry_Female,302484,0.503,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_030,Industry_Female_Agriculture_Forestry_Fishing_And_Hunting_And_Mining,174,3e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_031,Industry_Female_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Agriculture_Forestry_Fishing_And_Hunting,174,3e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_032,Industry_Female_Agriculture_Forestry_Fishing_And_Hunting_And_Mining_Mining_Quarrying_And_Oil_And_Gas_Extraction,0,0,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_033,Industry_Female_Construction,2085,0.0035,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_034,Industry_Female_Manufacturing,7835,0.013,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_035,Industry_Female_Wholesale_Trade,2921,0.0049,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_036,Industry_Female_Retail_Trade,30165,0.0502,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_037,Industry_Female_Transportation_And_Warehousing_And_Utilities,10397,0.0173,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_038,Industry_Female_Transportation_And_Warehousing_And_Utilities_Transportation_And_Warehousing,10053,0.0167,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_039,Industry_Female_Transportation_And_Warehousing_And_Utilities_Utilities,344,6e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_040,Industry_Female_Information,4044,0.0067,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_041,Industry_Female_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing,14284,0.0238,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_042,Industry_Female_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Finance_And_Insurance,9333,0.0155,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_043,Industry_Female_Finance_And_Insurance_And_Real_Estate_And_Rental_And_Leasing_Real_Estate_And_Rental_And_Leasing,4951,0.0082,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_044,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services,23099,0.0384,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_045,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Professional_Scientific_And_Technical_Services,11056,0.0184,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_046,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Management_Of_Companies_And_Enterprises,233,4e-4,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_047,Industry_Female_Professional_Scientific_And_Management_And_Administrative_And_Waste_Management_Services_Administrative_And_Support_And_Waste_Management_Services,11810,0.0196,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_048,Industry_Female_Educational_Services_And_Health_Care_And_Social_Assistance,149085,0.2479,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_049,Industry_Female_Educational_Services_And_Health_Care_And_Social_Assistance_Educational_Services,33184,0.0552,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_050,Industry_Female_Educational_Services_And_Health_Care_And_Social_Assistance_Health_Care_And_Social_Assistance,115901,0.1927,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_051,Industry_Female_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services,27969,0.0465,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_052,Industry_Female_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Arts_Entertainment_And_Recreation,6082,0.0101,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_053,Industry_Female_Arts_Entertainment_And_Recreation_And_Accommodation_And_Food_Services_Accommodation_And_Food_Services,21887,0.0364,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_054,Industry_Female_Other_Services_Except_Public_Administration,18675,0.0311,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Bronx,Industry,C24030,C24030_055,Industry_Female_Public_Administration,11751,0.0195,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
Brooklyn,Age,B01001,B01001_001,Age,2589974,1,SEX BY AGE
Brooklyn,Age,B01001,B01001_002,Age_Male,1227099,0.4738,SEX BY AGE
Brooklyn,Age,B01001,B01001_003,Age_Male_Under_5_Years,98109,0.0379,SEX BY AGE
Brooklyn,Age,B01001,B01001_004,Age_Male_5_To_9_Years,81177,0.0313,SEX BY AGE
Brooklyn,Age,B01001,B01001_005,Age_Male_10_To_14_Years,79952,0.0309,SEX BY AGE
Brooklyn,Age,B01001,B01001_006,Age_Male_15_To_17_Years,44834,0.0173,SEX BY AGE
Brooklyn,Age,B01001,B01001_007,Age_Male_18_And_19_Years,25613,0.0099,SEX BY AGE
Brooklyn,Age,B01001,B01001_008,Age_Male_20_Years,14721,0.0057,SEX BY AGE
Brooklyn,Age,B01001,B01001_009,Age_Male_21_Years,14723,0.0057,SEX BY AGE
Brooklyn,Age,B01001,B01001_010,Age_Male_22_To_24_Years,49813,0.0192,SEX BY AGE
Brooklyn,Age,B01001,B01001_011,Age_Male_25_To_29_Years,117993,0.0456,SEX BY AGE
Brooklyn,Age,B01001,B01001_012,Age_Male_30_To_34_Years,111635,0.0431,SEX BY AGE
Brooklyn,Age,B01001,B01001_013,Age_Male_35_To_39_Years,92836,0.0358,SEX BY AGE
Brooklyn,Age,B01001,B01001_014,Age_Male_40_To_44_Years,79321,0.0306,SEX BY AGE
Brooklyn,Age,B01001,B01001_015,Age_Male_45_To_49_Years,72540,0.028,SEX BY AGE
Brooklyn,Age,B01001,B01001_016,Age_Male_50_To_54_Years,70037,0.027,SEX BY AGE
Brooklyn,Age,B01001,B01001_017,Age_Male_55_To_59_Years,68078,0.0263,SEX BY AGE
Brooklyn,Age,B01001,B01001_018,Age_Male_60_And_61_Years,26345,0.0102,SEX BY AGE
Brooklyn,Age,B01001,B01001_019,Age_Male_62_To_64_Years,35756,0.0138,SEX BY AGE
Brooklyn,Age,B01001,B01001_020,Age_Male_65_And_66_Years,22016,0.0085,SEX BY AGE
Brooklyn,Age,B01001,B01001_021,Age_Male_67_To_69_Years,28761,0.0111,SEX BY AGE
Brooklyn,Age,B01001,B01001_022,Age_Male_70_To_74_Years,35666,0.0138,SEX BY AGE
Brooklyn,Age,B01001,B01001_023,Age_Male_75_To_79_Years,25353,0.0098,SEX BY AGE
Brooklyn,Age,B01001,B01001_024,Age_Male_80_To_84_Years,16762,0.0065,SEX BY AGE
Brooklyn,Age,B01001,B01001_025,Age_Male_85_Years_And_Over,15058,0.0058,SEX BY AGE
Brooklyn,Age,B01001,B01001_026,Age_Female,1362875,0.5262,SEX BY AGE
Brooklyn,Age,B01001,B01001_027,Age_Female_Under_5_Years,92850,0.0358,SEX BY AGE
Brooklyn,Age,B01001,B01001_028,Age_Female_5_To_9_Years,78245,0.0302,SEX BY AGE
Brooklyn,Age,B01001,B01001_029,Age_Female_10_To_14_Years,75969,0.0293,SEX BY AGE
Brooklyn,Age,B01001,B01001_030,Age_Female_15_To_17_Years,43510,0.0168,SEX BY AGE
Brooklyn,Age,B01001,B01001_031,Age_Female_18_And_19_Years,24982,0.0096,SEX BY AGE
Brooklyn,Age,B01001,B01001_032,Age_Female_20_Years,14812,0.0057,SEX BY AGE
Brooklyn,Age,B01001,B01001_033,Age_Female_21_Years,15093,0.0058,SEX BY AGE
Brooklyn,Age,B01001,B01001_034,Age_Female_22_To_24_Years,55324,0.0214,SEX BY AGE
Brooklyn,Age,B01001,B01001_035,Age_Female_25_To_29_Years,126734,0.0489,SEX BY AGE
